collection_date,REGION,sgtf,non_sgtf
2020-12-19,London,2174,481
2020-12-19,Midlands,440,661
2020-12-19,North East and Yorkshire,170,450
2020-12-19,North West,148,408
2020-12-19,South East,1243,222
2020-12-19,South West,94,115
2020-12-20,East of England,1613,307
2020-12-20,London,2376,418
2020-12-20,Midlands,347,520
2020-12-20,North East and Yorkshire,484,905
2020-12-20,North West,343,814
2020-12-20,South East,2242,527
2020-12-20,South West,236,185
2020-12-21,East of England,1621,254
2020-12-21,London,2301,402
2020-12-21,Midlands,1023,1222
2020-12-21,North East and Yorkshire,649,1361
2020-12-21,North West,595,1027
2020-12-21,South East,1614,331
2020-12-21,South West,240,250
2020-12-22,East of England,1880,373
2020-12-22,London,2025,336
2020-12-22,Midlands,1183,1189
2020-12-22,North East and Yorkshire,769,1482
2020-12-22,North West,521,1009
2020-12-22,South East,1363,218
2020-12-22,South West,71,85
2020-12-23,East of England,1254,176
2020-12-23,London,1673,269
2020-12-23,Midlands,1063,961
2020-12-23,North East and Yorkshire,758,1100
2020-12-23,North West,489,825
2020-12-23,South East,1742,376
2020-12-23,South West,482,431
2020-12-24,East of England,1809,241
2020-12-24,London,4181,599
2020-12-24,Midlands,1051,843
2020-12-24,North East and Yorkshire,597,833
2020-12-24,North West,616,928
2020-12-24,South East,2918,467
2020-12-24,South West,371,266
2020-12-25,East of England,1216,212
2020-12-25,London,2797,402
2020-12-25,Midlands,612,548
2020-12-25,North East and Yorkshire,282,400
2020-12-25,North West,265,266
2020-12-25,South East,1172,182
2020-12-25,South West,6,3
2020-12-26,East of England,2513,325
2020-12-26,London,5005,553
2020-12-26,Midlands,1489,925
2020-12-26,North East and Yorkshire,865,962
2020-12-26,North West,571,683
2020-12-26,South East,3167,414
2020-12-26,South West,39,38
2020-12-27,East of England,2122,296
2020-12-27,London,4919,581
2020-12-27,Midlands,1668,1068
2020-12-27,North East and Yorkshire,1148,1146
2020-12-27,North West,861,958
2020-12-27,South East,2959,407
2020-12-27,South West,351,219
2020-12-28,East of England,988,135
2020-12-28,London,1644,178
2020-12-28,Midlands,1555,792
2020-12-28,North East and Yorkshire,1165,1185
2020-12-28,North West,913,872
2020-12-28,South East,1628,230
2020-12-28,South West,285,138
2020-12-29,East of England,2812,354
2020-12-29,London,3501,392
2020-12-29,Midlands,2995,1459
2020-12-29,North East and Yorkshire,2231,1748
2020-12-29,North West,2136,1804
2020-12-29,South East,3636,494
2020-12-29,South West,544,257
2020-12-30,East of England,1792,170
2020-12-30,London,5132,543
2020-12-30,Midlands,2890,1304
2020-12-30,North East and Yorkshire,2153,1829
2020-12-30,North West,2679,2133
2020-12-30,South East,3578,319
2020-12-30,South West,558,266
2020-12-31,East of England,1325,126
2020-12-31,London,5308,445
2020-12-31,Midlands,2690,998
2020-12-31,North East and Yorkshire,1548,1193
2020-12-31,North West,1617,1073
2020-12-31,South East,2556,198
2020-12-31,South West,503,262
2021-01-01,East of England,2190,247
2021-01-01,London,2961,255
2021-01-01,Midlands,1944,817
2021-01-01,North East and Yorkshire,1064,740
2021-01-01,North West,1126,775
2021-01-01,South East,1971,173
2021-01-01,South West,379,124
2021-01-02,East of England,2412,242
2021-01-02,London,6652,523
2021-01-02,Midlands,3503,1240
2021-01-02,North East and Yorkshire,2080,1412
2021-01-02,North West,2168,1386
2021-01-02,South East,4002,327
2021-01-02,South West,635,279
2021-01-03,East of England,1396,116
2021-01-03,London,3082,230
2021-01-03,Midlands,2605,814
2021-01-03,North East and Yorkshire,1963,1175
2021-01-03,North West,2394,1524
2021-01-03,South East,2033,166
2021-01-03,South West,530,188
2021-01-04,East of England,1662,175
2021-01-04,London,3928,216
2021-01-04,Midlands,3915,1087
2021-01-04,North East and Yorkshire,2900,1471
2021-01-04,North West,3122,1744
2021-01-04,South East,2701,218
2021-01-04,South West,837,275
2021-01-05,East of England,1704,154
2021-01-05,London,4016,239
2021-01-05,Midlands,3321,897
2021-01-05,North East and Yorkshire,2118,1076
2021-01-05,North West,3220,1571
2021-01-05,South East,3339,280
2021-01-05,South West,788,251
2021-01-06,East of England,1373,127
2021-01-06,London,3727,231
2021-01-06,Midlands,4085,963
2021-01-06,North East and Yorkshire,2004,931
2021-01-06,North West,2856,1418
2021-01-06,South East,2336,177
2021-01-06,South West,372,91
2021-01-07,East of England,1710,160
2021-01-07,London,2978,169
2021-01-07,Midlands,3618,925
2021-01-07,North East and Yorkshire,1953,875
2021-01-07,North West,2986,1461
2021-01-07,South East,2395,182
2021-01-07,South West,503,170
2021-01-08,East of England,1643,121
2021-01-08,London,3014,177
2021-01-08,Midlands,3483,771
2021-01-08,North East and Yorkshire,1508,693
2021-01-08,North West,2864,1193
2021-01-08,South East,2661,200
2021-01-08,South West,429,108
2021-01-09,East of England,1423,119
2021-01-09,London,2226,113
2021-01-09,Midlands,3061,638
2021-01-09,North East and Yorkshire,1451,647
2021-01-09,North West,2692,1020
2021-01-09,South East,1863,138
2021-01-09,South West,374,83
2021-01-10,East of England,1321,83
2021-01-10,London,2108,122
2021-01-10,Midlands,2964,653
2021-01-10,North East and Yorkshire,1460,527
2021-01-10,North West,2902,1007
2021-01-10,South East,1597,150
2021-01-10,South West,245,43
2021-01-11,East of England,1799,128
2021-01-11,London,2323,108
2021-01-11,Midlands,4798,962
2021-01-11,North East and Yorkshire,2477,831
2021-01-11,North West,3988,1365
2021-01-11,South East,2339,191
2021-01-11,South West,672,139
2021-01-12,East of England,1588,110
2021-01-12,London,2239,111
2021-01-12,Midlands,3824,711
2021-01-12,North East and Yorkshire,2022,642
2021-01-12,North West,3346,1062
2021-01-12,South East,1974,131
2021-01-12,South West,552,94
2021-01-13,East of England,1298,75
2021-01-13,London,1834,90
2021-01-13,Midlands,2727,484
2021-01-13,North East and Yorkshire,1730,556
2021-01-13,North West,2914,820
2021-01-13,South East,2055,132
2021-01-13,South West,511,78
2021-01-14,East of England,1262,66
2021-01-14,London,1540,75
2021-01-14,Midlands,2758,438
2021-01-14,North East and Yorkshire,1364,376
2021-01-14,North West,2821,777
2021-01-14,South East,2218,114
2021-01-14,South West,537,77
2021-01-15,East of England,1367,75
2021-01-15,London,2427,116
2021-01-15,Midlands,2812,438
2021-01-15,North East and Yorkshire,1783,503
2021-01-15,North West,2584,635
2021-01-15,South East,2300,108
2021-01-15,South West,533,75
2021-01-16,East of England,1094,45
2021-01-16,London,2110,91
2021-01-16,Midlands,1535,226
2021-01-16,North East and Yorkshire,1460,353
2021-01-16,North West,2392,494
2021-01-16,South East,1724,122
2021-01-16,South West,240,26
2021-01-17,East of England,958,43
2021-01-17,London,1578,90
2021-01-17,Midlands,1376,193
2021-01-17,North East and Yorkshire,1349,353
2021-01-17,North West,2290,485
2021-01-17,South East,1534,79
2021-01-17,South West,213,30
2021-01-18,East of England,1352,54
2021-01-18,London,2125,59
2021-01-18,Midlands,2548,343
2021-01-18,North East and Yorkshire,2264,544
2021-01-18,North West,3255,567
2021-01-18,South East,2271,134
2021-01-18,South West,550,74
2021-01-19,East of England,982,39
2021-01-19,London,1658,49
2021-01-19,Midlands,2426,305
2021-01-19,North East and Yorkshire,1902,463
2021-01-19,North West,2998,537
2021-01-19,South East,1853,116
2021-01-19,South West,456,57
2021-01-20,East of England,977,48
2021-01-20,London,1322,43
2021-01-20,Midlands,2037,274
2021-01-20,North East and Yorkshire,1898,395
2021-01-20,North West,2612,419
2021-01-20,South East,1411,64
2021-01-20,South West,402,34
2021-01-21,East of England,961,34
2021-01-21,London,1310,34
2021-01-21,Midlands,2025,243
2021-01-21,North East and Yorkshire,1799,317
2021-01-21,North West,2228,385
2021-01-21,South East,1437,64
2021-01-21,South West,396,42
2021-01-22,East of England,884,29
2021-01-22,London,1396,40
2021-01-22,Midlands,1841,203
2021-01-22,North East and Yorkshire,1535,310
2021-01-22,North West,2279,336
2021-01-22,South East,1412,77
2021-01-22,South West,328,21
2021-01-23,East of England,718,27
2021-01-23,London,1246,38
2021-01-23,Midlands,1289,140
2021-01-23,North East and Yorkshire,1454,224
2021-01-23,North West,1744,252
2021-01-23,South East,1175,49
2021-01-23,South West,197,19
2021-01-24,East of England,616,24
2021-01-24,London,1215,31
2021-01-24,Midlands,848,78
2021-01-24,North East and Yorkshire,1396,233
2021-01-24,North West,1748,222
2021-01-24,South East,869,31
2021-01-24,South West,128,21
2021-01-25,East of England,843,29
2021-01-25,London,1004,27
2021-01-25,Midlands,1774,143
2021-01-25,North East and Yorkshire,2141,301
2021-01-25,North West,2550,305
2021-01-25,South East,1399,70
2021-01-25,South West,388,42
2021-01-26,East of England,785,23
2021-01-26,London,909,18
2021-01-26,Midlands,1917,156
2021-01-26,North East and Yorkshire,1906,257
2021-01-26,North West,2125,255
2021-01-26,South East,1165,56
2021-01-26,South West,306,22
2021-01-27,East of England,715,34
2021-01-27,London,1000,25
2021-01-27,Midlands,1604,119
2021-01-27,North East and Yorkshire,1864,255
2021-01-27,North West,2048,244
2021-01-27,South East,1071,44
2021-01-27,South West,299,17
2021-01-28,East of England,677,20
2021-01-28,London,1048,32
2021-01-28,Midlands,1556,122
2021-01-28,North East and Yorkshire,1723,206
2021-01-28,North West,1901,200
2021-01-28,South East,1035,46
2021-01-28,South West,245,15
2021-01-29,East of England,578,22
2021-01-29,London,930,26
2021-01-29,Midlands,1580,90
2021-01-29,North East and Yorkshire,1637,174
2021-01-29,North West,1824,154
2021-01-29,South East,940,26
2021-01-29,South West,287,12
2021-01-30,East of England,575,18
2021-01-30,London,1005,21
2021-01-30,Midlands,1103,74
2021-01-30,North East and Yorkshire,1433,119
2021-01-30,North West,1469,133
2021-01-30,South East,766,22
2021-01-30,South West,199,10
2021-01-31,East of England,485,13
2021-01-31,London,822,23
2021-01-31,Midlands,996,40
2021-01-31,North East and Yorkshire,1427,89
2021-01-31,North West,1476,103
2021-01-31,South East,633,29
2021-01-31,South West,129,6
2021-02-01,East of England,621,18
2021-02-01,London,1107,30
2021-02-01,Midlands,1638,86
2021-02-01,North East and Yorkshire,1962,170
2021-02-01,North West,1911,153
2021-02-01,South East,950,22
2021-02-01,South West,284,17
2021-02-02,East of England,606,19
2021-02-02,London,1057,13
2021-02-02,Midlands,1362,71
2021-02-02,North East and Yorkshire,1290,91
2021-02-02,North West,1728,140
2021-02-02,South East,867,31
2021-02-02,South West,227,21
2021-02-03,East of England,332,5
2021-02-03,London,387,12
2021-02-03,Midlands,1029,53
2021-02-03,North East and Yorkshire,1838,140
2021-02-03,North West,1682,100
2021-02-03,South East,584,23
2021-02-03,South West,184,10
2021-02-04,East of England,318,8
2021-02-04,London,627,14
2021-02-04,Midlands,1073,45
2021-02-04,North East and Yorkshire,1739,122
2021-02-04,North West,1697,89
2021-02-04,South East,566,15
2021-02-04,South West,205,8
2021-02-05,East of England,351,10
2021-02-05,London,402,18
2021-02-05,Midlands,769,32
2021-02-05,North East and Yorkshire,1497,101
2021-02-05,North West,1368,62
2021-02-05,South East,433,19
2021-02-05,South West,197,9
2021-02-06,East of England,200,2
2021-02-06,London,315,4
2021-02-06,Midlands,504,20
2021-02-06,North East and Yorkshire,1329,62
2021-02-06,North West,1205,56
2021-02-06,South East,300,15
2021-02-06,South West,149,7
2021-02-07,East of England,289,5
2021-02-07,London,481,12
2021-02-07,Midlands,475,29
2021-02-07,North East and Yorkshire,1264,78
2021-02-07,North West,1182,54
2021-02-07,South East,390,9
2021-02-07,South West,185,2
2021-02-08,East of England,286,0
2021-02-08,London,405,14
2021-02-08,Midlands,754,26
2021-02-08,North East and Yorkshire,1578,88
2021-02-08,North West,1540,68
2021-02-08,South East,513,12
2021-02-08,South West,281,11
2021-02-09,East of England,278,2
2021-02-09,London,370,8
2021-02-09,Midlands,681,16
2021-02-09,North East and Yorkshire,1529,49
2021-02-09,North West,1345,52
2021-02-09,South East,425,5
2021-02-09,South West,243,10
2021-02-10,East of England,262,3
2021-02-10,London,268,4
2021-02-10,Midlands,574,17
2021-02-10,North East and Yorkshire,1351,67
2021-02-10,North West,1187,41
2021-02-10,South East,419,10
2021-02-10,South West,218,10
2021-02-11,East of England,294,8
2021-02-11,London,280,6
2021-02-11,Midlands,686,19
2021-02-11,North East and Yorkshire,1378,64
2021-02-11,North West,1244,44
2021-02-11,South East,388,9
2021-02-11,South West,199,5
2021-02-12,East of England,262,7
2021-02-12,London,254,5
2021-02-12,Midlands,685,16
2021-02-12,North East and Yorkshire,1292,45
2021-02-12,North West,1131,31
2021-02-12,South East,361,10
2021-02-12,South West,198,3
2021-02-13,East of England,203,4
2021-02-13,London,142,1
2021-02-13,Midlands,436,8
2021-02-13,North East and Yorkshire,1078,49
2021-02-13,North West,903,19
2021-02-13,South East,261,3
2021-02-13,South West,147,1
2021-02-14,East of England,176,3
2021-02-14,London,274,4
2021-02-14,Midlands,384,7
2021-02-14,North East and Yorkshire,1132,28
2021-02-14,North West,928,20
2021-02-14,South East,292,4
2021-02-14,South West,121,4
2021-02-15,East of England,310,4
2021-02-15,London,337,3
2021-02-15,Midlands,807,15
2021-02-15,North East and Yorkshire,1640,38
2021-02-15,North West,1447,31
2021-02-15,South East,452,5
2021-02-15,South West,184,1
2021-02-16,East of England,270,2
2021-02-16,London,290,3
2021-02-16,Midlands,646,18
2021-02-16,North East and Yorkshire,1534,42
2021-02-16,North West,1191,17
2021-02-16,South East,410,6
2021-02-16,South West,188,7
2021-02-17,East of England,280,8
2021-02-17,London,255,10
2021-02-17,Midlands,610,17
2021-02-17,North East and Yorkshire,1438,39
2021-02-17,North West,1110,23
2021-02-17,South East,353,10
2021-02-17,South West,186,7
2021-02-18,East of England,259,3
2021-02-18,London,261,10
2021-02-18,Midlands,611,11
2021-02-18,North East and Yorkshire,1481,27
2021-02-18,North West,1104,22
2021-02-18,South East,353,12
2021-02-18,South West,204,4
2021-02-19,East of England,234,4
2021-02-19,London,231,6
2021-02-19,Midlands,600,18
2021-02-19,North East and Yorkshire,1235,34
2021-02-19,North West,982,11
2021-02-19,South East,305,7
2021-02-19,South West,161,3
2021-02-20,East of England,189,2
2021-02-20,London,225,7
2021-02-20,Midlands,556,10
2021-02-20,North East and Yorkshire,1031,18
2021-02-20,North West,481,16
2021-02-20,South East,304,4
2021-02-20,South West,84,1
2021-02-21,East of England,104,1
2021-02-21,London,86,2
2021-02-21,Midlands,533,8
2021-02-21,North East and Yorkshire,1022,22
2021-02-21,North West,899,8
2021-02-21,South East,195,3
2021-02-21,South West,49,0
2021-02-22,East of England,240,2
2021-02-22,London,212,5
2021-02-22,Midlands,798,9
2021-02-22,North East and Yorkshire,1352,21
2021-02-22,North West,1084,10
2021-02-22,South East,383,8
2021-02-22,South West,127,2
2021-02-23,East of England,212,3
2021-02-23,London,224,0
2021-02-23,Midlands,547,8
2021-02-23,North East and Yorkshire,1181,9
2021-02-23,North West,857,12
2021-02-23,South East,313,7
2021-02-23,South West,86,0
2021-02-24,East of England,210,0
2021-02-24,London,193,2
2021-02-24,Midlands,547,12
2021-02-24,North East and Yorkshire,1158,8
2021-02-24,North West,864,14
2021-02-24,South East,274,4
2021-02-24,South West,97,0
2021-02-25,East of England,210,1
2021-02-25,London,142,5
2021-02-25,Midlands,447,13
2021-02-25,North East and Yorkshire,1080,11
2021-02-25,North West,733,2
2021-02-25,South East,269,2
2021-02-25,South West,50,1
2021-02-26,East of England,188,3
2021-02-26,London,153,5
2021-02-26,Midlands,353,5
2021-02-26,North East and Yorkshire,953,16
2021-02-26,North West,596,4
2021-02-26,South East,231,8
2021-02-26,South West,62,0
2021-02-27,East of England,123,0
2021-02-27,London,134,4
2021-02-27,Midlands,256,1
2021-02-27,North East and Yorkshire,749,3
2021-02-27,North West,489,5
2021-02-27,South East,190,4
2021-02-27,South West,39,0
2021-02-28,East of England,151,2
2021-02-28,London,136,6
2021-02-28,Midlands,221,8
2021-02-28,North East and Yorkshire,652,6
2021-02-28,North West,409,11
2021-02-28,South East,163,2
2021-02-28,South West,32,0
2021-03-01,East of England,176,0
2021-03-01,London,137,6
2021-03-01,Midlands,400,9
2021-03-01,North East and Yorkshire,1015,13
2021-03-01,North West,553,8
2021-03-01,South East,180,5
2021-03-01,South West,87,2
2021-03-02,East of England,171,5
2021-03-02,London,161,2
2021-03-02,Midlands,376,7
2021-03-02,North East and Yorkshire,925,4
2021-03-02,North West,489,6
2021-03-02,South East,226,3
2021-03-02,South West,87,0
2021-03-03,East of England,136,3
2021-03-03,London,124,12
2021-03-03,Midlands,338,6
2021-03-03,North East and Yorkshire,885,13
2021-03-03,North West,509,5
2021-03-03,South East,184,4
2021-03-03,South West,73,0
2021-03-04,East of England,129,4
2021-03-04,London,121,3
2021-03-04,Midlands,320,8
2021-03-04,North East and Yorkshire,770,6
2021-03-04,North West,522,8
2021-03-04,South East,153,2
2021-03-04,South West,56,0
2021-03-05,East of England,135,0
2021-03-05,London,131,4
2021-03-05,Midlands,318,3
2021-03-05,North East and Yorkshire,742,5
2021-03-05,North West,426,5
2021-03-05,South East,140,2
2021-03-05,South West,52,0
2021-03-06,East of England,124,1
2021-03-06,London,142,3
2021-03-06,Midlands,246,5
2021-03-06,North East and Yorkshire,635,3
2021-03-06,North West,406,3
2021-03-06,South East,149,2
2021-03-06,South West,43,1
2021-03-07,East of England,98,0
2021-03-07,London,150,10
2021-03-07,Midlands,224,5
2021-03-07,North East and Yorkshire,545,1
2021-03-07,North West,406,2
2021-03-07,South East,133,3
2021-03-07,South West,31,1
2021-03-08,East of England,140,4
2021-03-08,London,186,6
2021-03-08,Midlands,364,7
2021-03-08,North East and Yorkshire,907,8
2021-03-08,North West,589,4
2021-03-08,South East,199,7
2021-03-08,South West,69,1
2021-03-09,East of England,213,7
2021-03-09,London,203,5
2021-03-09,Midlands,588,3
2021-03-09,North East and Yorkshire,945,2
2021-03-09,North West,582,3
2021-03-09,South East,189,2
2021-03-09,South West,55,1
2021-03-10,East of England,227,1
2021-03-10,London,146,8
2021-03-10,Midlands,658,10
2021-03-10,North East and Yorkshire,901,5
2021-03-10,North West,539,5
2021-03-10,South East,176,2
2021-03-10,South West,35,0
2021-03-11,East of England,180,3
2021-03-11,London,139,6
2021-03-11,Midlands,641,6
2021-03-11,North East and Yorkshire,856,4
2021-03-11,North West,495,3
2021-03-11,South East,175,4
2021-03-11,South West,29,0
2021-03-12,East of England,210,1
2021-03-12,London,167,6
2021-03-12,Midlands,607,5
2021-03-12,North East and Yorkshire,841,6
2021-03-12,North West,511,2
2021-03-12,South East,133,3
2021-03-12,South West,54,0
2021-03-13,East of England,174,2
2021-03-13,London,132,3
2021-03-13,Midlands,424,5
2021-03-13,North East and Yorkshire,720,2
2021-03-13,North West,411,1
2021-03-13,South East,124,1
2021-03-13,South West,22,0
2021-03-14,East of England,168,2
2021-03-14,London,117,4
2021-03-14,Midlands,432,4
2021-03-14,North East and Yorkshire,625,0
2021-03-14,North West,397,8
2021-03-14,South East,97,1
2021-03-14,South West,29,1
2021-03-15,East of England,213,4
2021-03-15,London,187,24
2021-03-15,Midlands,713,6
2021-03-15,North East and Yorkshire,901,2
2021-03-15,North West,535,7
2021-03-15,South East,191,2
2021-03-15,South West,39,2
2021-03-16,East of England,178,2
2021-03-16,London,135,8
2021-03-16,Midlands,648,5
2021-03-16,North East and Yorkshire,851,2
2021-03-16,North West,517,3
2021-03-16,South East,139,1
2021-03-16,South West,34,1
2021-03-17,East of England,218,1
2021-03-17,London,129,7
2021-03-17,Midlands,608,4
2021-03-17,North East and Yorkshire,824,4
2021-03-17,North West,481,3
2021-03-17,South East,152,1
2021-03-17,South West,22,0
2021-03-18,East of England,182,1
2021-03-18,London,132,4
2021-03-18,Midlands,548,2
2021-03-18,North East and Yorkshire,780,2
2021-03-18,North West,482,3
2021-03-18,South East,127,3
2021-03-18,South West,32,0
2021-03-19,East of England,157,1
2021-03-19,London,124,3
2021-03-19,Midlands,490,3
2021-03-19,North East and Yorkshire,819,3
2021-03-19,North West,392,4
2021-03-19,South East,130,1
2021-03-19,South West,21,0
2021-03-20,East of England,135,3
2021-03-20,London,110,9
2021-03-20,Midlands,429,2
2021-03-20,North East and Yorkshire,648,3
2021-03-20,North West,334,2
2021-03-20,South East,121,1
2021-03-20,South West,16,1
2021-03-21,East of England,167,0
2021-03-21,London,131,1
2021-03-21,Midlands,459,3
2021-03-21,North East and Yorkshire,626,2
2021-03-21,North West,388,0
2021-03-21,South East,116,2
2021-03-21,South West,8,0
2021-03-22,East of England,225,4
2021-03-22,London,154,5
2021-03-22,Midlands,615,12
2021-03-22,North East and Yorkshire,995,3
2021-03-22,North West,470,5
2021-03-22,South East,144,3
2021-03-22,South West,24,1
2021-03-23,East of England,128,3
2021-03-23,London,128,4
2021-03-23,Midlands,500,5
2021-03-23,North East and Yorkshire,731,1
2021-03-23,North West,415,7
2021-03-23,South East,103,1
2021-03-23,South West,19,0
2021-03-24,East of England,197,2
2021-03-24,London,124,4
2021-03-24,Midlands,533,2
2021-03-24,North East and Yorkshire,658,1
2021-03-24,North West,419,5
2021-03-24,South East,123,0
2021-03-24,South West,29,0
2021-03-25,East of England,160,1
2021-03-25,London,79,4
2021-03-25,Midlands,493,1
2021-03-25,North East and Yorkshire,660,2
2021-03-25,North West,453,2
2021-03-25,South East,95,0
2021-03-25,South West,23,0
2021-03-26,East of England,131,0
2021-03-26,London,93,2
2021-03-26,Midlands,433,4
2021-03-26,North East and Yorkshire,685,3
2021-03-26,North West,351,2
2021-03-26,South East,71,1
2021-03-26,South West,27,0
2021-03-27,East of England,100,1
2021-03-27,London,48,2
2021-03-27,Midlands,392,4
2021-03-27,North East and Yorkshire,562,2
2021-03-27,North West,272,2
2021-03-27,South East,61,0
2021-03-27,South West,18,0
2021-03-28,East of England,90,0
2021-03-28,London,50,4
2021-03-28,Midlands,305,4
2021-03-28,North East and Yorkshire,521,3
2021-03-28,North West,291,6
2021-03-28,South East,44,1
2021-03-28,South West,10,0
2021-03-29,East of England,104,2
2021-03-29,London,61,4
2021-03-29,Midlands,384,6
2021-03-29,North East and Yorkshire,578,2
2021-03-29,North West,317,2
2021-03-29,South East,61,1
2021-03-29,South West,20,1
2021-03-30,East of England,72,1
2021-03-30,London,37,4
2021-03-30,Midlands,335,2
2021-03-30,North East and Yorkshire,570,1
2021-03-30,North West,271,6
2021-03-30,South East,63,0
2021-03-30,South West,18,1
2021-03-31,East of England,122,1
2021-03-31,London,32,8
2021-03-31,Midlands,396,5
2021-03-31,North East and Yorkshire,535,2
2021-03-31,North West,263,4
2021-03-31,South East,53,4
2021-03-31,South West,16,0
2021-04-01,East of England,122,4
2021-04-01,London,55,6
2021-04-01,Midlands,415,4
2021-04-01,North East and Yorkshire,511,1
2021-04-01,North West,267,0
2021-04-01,South East,41,2
2021-04-01,South West,15,0
2021-04-02,East of England,84,2
2021-04-02,London,36,1
2021-04-02,Midlands,308,3
2021-04-02,North East and Yorkshire,392,4
2021-04-02,North West,198,4
2021-04-02,South East,43,1
2021-04-02,South West,10,0
2021-04-03,East of England,72,3
2021-04-03,London,59,2
2021-04-03,Midlands,278,3
2021-04-03,North East and Yorkshire,387,3
2021-04-03,North West,177,5
2021-04-03,South East,63,5
2021-04-03,South West,23,5
2021-04-04,East of England,65,0
2021-04-04,London,46,5
2021-04-04,Midlands,204,2
2021-04-04,North East and Yorkshire,355,4
2021-04-04,North West,164,6
2021-04-04,South East,55,0
2021-04-04,South West,17,1
2021-04-05,East of England,59,2
2021-04-05,London,50,7
2021-04-05,Midlands,242,6
2021-04-05,North East and Yorkshire,419,1
2021-04-05,North West,221,4
2021-04-05,South East,48,3
2021-04-05,South West,20,1
2021-04-06,East of England,90,2
2021-04-06,London,48,12
2021-04-06,Midlands,249,11
2021-04-06,North East and Yorkshire,421,1
2021-04-06,North West,200,1
2021-04-06,South East,87,11
2021-04-06,South West,17,2
2021-04-07,East of England,51,3
2021-04-07,London,56,3
2021-04-07,Midlands,212,9
2021-04-07,North East and Yorkshire,429,1
2021-04-07,North West,208,7
2021-04-07,South East,73,1
2021-04-07,South West,18,1
2021-04-08,East of England,54,6
2021-04-08,London,36,7
2021-04-08,Midlands,236,2
2021-04-08,North East and Yorkshire,376,2
2021-04-08,North West,223,2
2021-04-08,South East,41,0
2021-04-08,South West,21,0
2021-04-09,East of England,41,5
2021-04-09,London,51,11
2021-04-09,Midlands,173,3
2021-04-09,North East and Yorkshire,348,1
2021-04-09,North West,162,2
2021-04-09,South East,37,6
2021-04-09,South West,13,0
2021-04-10,East of England,31,1
2021-04-10,London,46,12
2021-04-10,Midlands,163,3
2021-04-10,North East and Yorkshire,288,1
2021-04-10,North West,110,8
2021-04-10,South East,58,4
2021-04-10,South West,8,1
2021-04-11,East of England,46,2
2021-04-11,London,33,11
2021-04-11,Midlands,135,4
2021-04-11,North East and Yorkshire,261,0
2021-04-11,North West,122,0
2021-04-11,South East,26,3
2021-04-11,South West,5,1
2021-04-12,East of England,66,2
2021-04-12,London,40,15
2021-04-12,Midlands,188,8
2021-04-12,North East and Yorkshire,362,0
2021-04-12,North West,156,3
2021-04-12,South East,81,1
2021-04-12,South West,11,1
2021-04-13,East of England,44,0
2021-04-13,London,30,1
2021-04-13,Midlands,182,3
2021-04-13,North East and Yorkshire,257,2
2021-04-13,North West,147,2
2021-04-13,South East,34,6
2021-04-13,South West,13,0
2021-04-14,East of England,60,1
2021-04-14,London,40,15
2021-04-14,Midlands,202,10
2021-04-14,North East and Yorkshire,251,3
2021-04-14,North West,142,5
2021-04-14,South East,51,4
2021-04-14,South West,6,0
2021-04-15,East of England,49,2
2021-04-15,London,45,12
2021-04-15,Midlands,171,7
2021-04-15,North East and Yorkshire,234,3
2021-04-15,North West,122,13
2021-04-15,South East,54,12
2021-04-15,South West,5,0
2021-04-16,East of England,41,4
2021-04-16,London,44,12
2021-04-16,Midlands,151,7
2021-04-16,North East and Yorkshire,245,2
2021-04-16,North West,114,5
2021-04-16,South East,38,8
2021-04-16,South West,10,1
2021-04-17,East of England,43,8
2021-04-17,London,17,7
2021-04-17,Midlands,137,9
2021-04-17,North East and Yorkshire,186,4
2021-04-17,North West,81,8
2021-04-17,South East,32,6
2021-04-17,South West,3,1
2021-04-18,East of England,35,1
2021-04-18,London,32,8
2021-04-18,Midlands,131,3
2021-04-18,North East and Yorkshire,200,1
2021-04-18,North West,99,3
2021-04-18,South East,32,2
2021-04-18,South West,5,0
2021-04-19,East of England,53,3
2021-04-19,London,55,16
2021-04-19,Midlands,175,14
2021-04-19,North East and Yorkshire,289,3
2021-04-19,North West,136,8
2021-04-19,South East,55,5
2021-04-19,South West,6,1
2021-04-20,East of England,50,3
2021-04-20,London,30,15
2021-04-20,Midlands,164,15
2021-04-20,North East and Yorkshire,291,3
2021-04-20,North West,130,3
2021-04-20,South East,29,6
2021-04-20,South West,6,2
2021-04-21,East of England,52,3
2021-04-21,London,44,10
2021-04-21,Midlands,154,21
2021-04-21,North East and Yorkshire,278,5
2021-04-21,North West,122,6
2021-04-21,South East,34,3
2021-04-21,South West,6,0
2021-04-22,East of England,30,3
2021-04-22,London,17,9
2021-04-22,Midlands,122,12
2021-04-22,North East and Yorkshire,283,4
2021-04-22,North West,119,12
2021-04-22,South East,19,1
2021-04-22,South West,3,0
2021-04-23,East of England,25,8
2021-04-23,London,14,11
2021-04-23,Midlands,85,22
2021-04-23,North East and Yorkshire,227,2
2021-04-23,North West,100,12
2021-04-23,South East,15,8
2021-04-23,South West,4,2
2021-04-24,East of England,22,6
2021-04-24,London,22,12
2021-04-24,Midlands,68,15
2021-04-24,North East and Yorkshire,157,3
2021-04-24,North West,79,21
2021-04-24,South East,7,8
2021-04-24,South West,1,0
2021-04-25,East of England,25,5
2021-04-25,London,16,9
2021-04-25,Midlands,81,9
2021-04-25,North East and Yorkshire,153,3
2021-04-25,North West,88,16
2021-04-25,South East,14,2
