"type","age","date","count"
"hospitalisations","75-84",2021-01-15,698
"hospitalisations","85+",2021-01-15,612
"hospitalisations","0-5",2021-01-16,25
"hospitalisations","6-17",2021-01-16,23
"hospitalisations","18-54",2021-01-16,697
"hospitalisations","55-64",2021-01-16,563
"hospitalisations","65-74",2021-01-16,585
"hospitalisations","75-84",2021-01-16,760
"hospitalisations","85+",2021-01-16,725
"hospitalisations","0-5",2021-01-17,17
"hospitalisations","6-17",2021-01-17,10
"hospitalisations","18-54",2021-01-17,690
"hospitalisations","55-64",2021-01-17,486
"hospitalisations","65-74",2021-01-17,606
"hospitalisations","75-84",2021-01-17,744
"hospitalisations","85+",2021-01-17,723
"hospitalisations","0-5",2021-01-18,15
"hospitalisations","6-17",2021-01-18,20
"hospitalisations","18-54",2021-01-18,701
"hospitalisations","55-64",2021-01-18,592
"hospitalisations","65-74",2021-01-18,688
"hospitalisations","75-84",2021-01-18,805
"hospitalisations","85+",2021-01-18,727
"hospitalisations","0-5",2021-01-19,25
"hospitalisations","6-17",2021-01-19,18
"hospitalisations","18-54",2021-01-19,766
"hospitalisations","55-64",2021-01-19,610
"hospitalisations","65-74",2021-01-19,623
"hospitalisations","75-84",2021-01-19,817
"hospitalisations","85+",2021-01-19,706
"hospitalisations","0-5",2021-01-20,20
"hospitalisations","6-17",2021-01-20,25
"hospitalisations","18-54",2021-01-20,803
"hospitalisations","55-64",2021-01-20,535
"hospitalisations","65-74",2021-01-20,610
"hospitalisations","75-84",2021-01-20,764
"hospitalisations","85+",2021-01-20,711
"hospitalisations","0-5",2021-01-21,15
"hospitalisations","6-17",2021-01-21,17
"hospitalisations","18-54",2021-01-21,669
"hospitalisations","55-64",2021-01-21,541
"hospitalisations","65-74",2021-01-21,562
"hospitalisations","75-84",2021-01-21,686
"hospitalisations","85+",2021-01-21,581
"hospitalisations","0-5",2021-01-22,24
"hospitalisations","6-17",2021-01-22,18
"hospitalisations","18-54",2021-01-22,629
"hospitalisations","55-64",2021-01-22,531
"hospitalisations","65-74",2021-01-22,486
"hospitalisations","75-84",2021-01-22,611
"hospitalisations","85+",2021-01-22,536
"hospitalisations","0-5",2021-01-23,24
"hospitalisations","6-17",2021-01-23,10
"hospitalisations","18-54",2021-01-23,549
"hospitalisations","55-64",2021-01-23,418
"hospitalisations","65-74",2021-01-23,474
"hospitalisations","75-84",2021-01-23,593
"hospitalisations","85+",2021-01-23,561
"hospitalisations","0-5",2021-01-24,26
"hospitalisations","6-17",2021-01-24,12
"hospitalisations","18-54",2021-01-24,595
"hospitalisations","55-64",2021-01-24,430
"hospitalisations","65-74",2021-01-24,488
"hospitalisations","75-84",2021-01-24,589
"hospitalisations","85+",2021-01-24,537
"hospitalisations","0-5",2021-01-25,19
"hospitalisations","6-17",2021-01-25,20
"hospitalisations","18-54",2021-01-25,594
"hospitalisations","55-64",2021-01-25,410
"hospitalisations","65-74",2021-01-25,476
"hospitalisations","75-84",2021-01-25,549
"hospitalisations","85+",2021-01-25,452
"hospitalisations","0-5",2021-01-26,20
"hospitalisations","6-17",2021-01-26,20
"hospitalisations","18-54",2021-01-26,563
"hospitalisations","55-64",2021-01-26,455
"hospitalisations","65-74",2021-01-26,480
"hospitalisations","75-84",2021-01-26,577
"hospitalisations","85+",2021-01-26,532
"hospitalisations","0-5",2021-01-27,11
"hospitalisations","6-17",2021-01-27,11
"hospitalisations","18-54",2021-01-27,599
"hospitalisations","55-64",2021-01-27,422
"hospitalisations","65-74",2021-01-27,464
"hospitalisations","75-84",2021-01-27,557
"hospitalisations","85+",2021-01-27,529
"hospitalisations","0-5",2021-01-28,16
"hospitalisations","6-17",2021-01-28,12
"hospitalisations","18-54",2021-01-28,589
"hospitalisations","55-64",2021-01-28,429
"hospitalisations","65-74",2021-01-28,437
"hospitalisations","75-84",2021-01-28,595
"hospitalisations","85+",2021-01-28,489
"hospitalisations","0-5",2021-01-29,19
"hospitalisations","6-17",2021-01-29,15
"hospitalisations","18-54",2021-01-29,493
"hospitalisations","55-64",2021-01-29,394
"hospitalisations","65-74",2021-01-29,402
"hospitalisations","75-84",2021-01-29,485
"hospitalisations","85+",2021-01-29,437
"hospitalisations","0-5",2021-01-30,16
"hospitalisations","6-17",2021-01-30,12
"hospitalisations","18-54",2021-01-30,420
"hospitalisations","55-64",2021-01-30,359
"hospitalisations","65-74",2021-01-30,360
"hospitalisations","75-84",2021-01-30,470
"hospitalisations","85+",2021-01-30,426
"hospitalisations","0-5",2021-01-31,13
"hospitalisations","6-17",2021-01-31,14
"hospitalisations","18-54",2021-01-31,451
"hospitalisations","55-64",2021-01-31,343
"hospitalisations","65-74",2021-01-31,395
"hospitalisations","75-84",2021-01-31,451
"hospitalisations","85+",2021-01-31,391
"hospitalisations","0-5",2021-02-01,20
"hospitalisations","6-17",2021-02-01,20
"hospitalisations","18-54",2021-02-01,491
"hospitalisations","55-64",2021-02-01,397
"hospitalisations","65-74",2021-02-01,405
"hospitalisations","75-84",2021-02-01,490
"hospitalisations","85+",2021-02-01,428
"hospitalisations","0-5",2021-02-02,23
"hospitalisations","6-17",2021-02-02,16
"hospitalisations","18-54",2021-02-02,426
"hospitalisations","55-64",2021-02-02,324
"hospitalisations","65-74",2021-02-02,422
"hospitalisations","75-84",2021-02-02,494
"hospitalisations","85+",2021-02-02,420
"hospitalisations","0-5",2021-02-03,11
"hospitalisations","6-17",2021-02-03,18
"hospitalisations","18-54",2021-02-03,451
"hospitalisations","55-64",2021-02-03,291
"hospitalisations","65-74",2021-02-03,362
"hospitalisations","75-84",2021-02-03,463
"hospitalisations","85+",2021-02-03,400
"hospitalisations","0-5",2021-02-04,12
"hospitalisations","6-17",2021-02-04,14
"hospitalisations","18-54",2021-02-04,392
"hospitalisations","55-64",2021-02-04,300
"hospitalisations","65-74",2021-02-04,341
"hospitalisations","75-84",2021-02-04,389
"hospitalisations","85+",2021-02-04,343
"hospitalisations","0-5",2021-02-05,12
"hospitalisations","6-17",2021-02-05,14
"hospitalisations","18-54",2021-02-05,405
"hospitalisations","55-64",2021-02-05,265
"hospitalisations","65-74",2021-02-05,300
"hospitalisations","75-84",2021-02-05,351
"hospitalisations","85+",2021-02-05,303
"hospitalisations","0-5",2021-02-06,3
"hospitalisations","6-17",2021-02-06,11
"hospitalisations","18-54",2021-02-06,360
"hospitalisations","55-64",2021-02-06,258
"hospitalisations","65-74",2021-02-06,286
"hospitalisations","75-84",2021-02-06,333
"hospitalisations","85+",2021-02-06,338
"hospitalisations","0-5",2021-02-07,17
"hospitalisations","6-17",2021-02-07,7
"hospitalisations","18-54",2021-02-07,379
"hospitalisations","55-64",2021-02-07,283
"hospitalisations","65-74",2021-02-07,289
"hospitalisations","75-84",2021-02-07,303
"hospitalisations","85+",2021-02-07,321
"hospitalisations","0-5",2021-02-08,17
"hospitalisations","6-17",2021-02-08,18
"hospitalisations","18-54",2021-02-08,386
"hospitalisations","55-64",2021-02-08,278
"hospitalisations","65-74",2021-02-08,332
"hospitalisations","75-84",2021-02-08,336
"hospitalisations","85+",2021-02-08,305
"hospitalisations","0-5",2021-02-09,11
"hospitalisations","6-17",2021-02-09,8
"hospitalisations","18-54",2021-02-09,339
"hospitalisations","55-64",2021-02-09,236
"hospitalisations","65-74",2021-02-09,289
"hospitalisations","75-84",2021-02-09,306
"hospitalisations","85+",2021-02-09,283
"hospitalisations","0-5",2021-02-10,17
"hospitalisations","6-17",2021-02-10,10
"hospitalisations","18-54",2021-02-10,333
"hospitalisations","55-64",2021-02-10,233
"hospitalisations","65-74",2021-02-10,282
"hospitalisations","75-84",2021-02-10,309
"hospitalisations","85+",2021-02-10,279
"hospitalisations","0-5",2021-02-11,16
"hospitalisations","6-17",2021-02-11,10
"hospitalisations","18-54",2021-02-11,318
"hospitalisations","55-64",2021-02-11,250
"hospitalisations","65-74",2021-02-11,228
"hospitalisations","75-84",2021-02-11,263
"hospitalisations","85+",2021-02-11,268
"hospitalisations","0-5",2021-02-12,7
"hospitalisations","6-17",2021-02-12,6
"hospitalisations","18-54",2021-02-12,303
"hospitalisations","55-64",2021-02-12,208
"hospitalisations","65-74",2021-02-12,273
"hospitalisations","75-84",2021-02-12,257
"hospitalisations","85+",2021-02-12,199
"hospitalisations","0-5",2021-02-13,9
"hospitalisations","6-17",2021-02-13,9
"hospitalisations","18-54",2021-02-13,284
"hospitalisations","55-64",2021-02-13,199
"hospitalisations","65-74",2021-02-13,211
"hospitalisations","75-84",2021-02-13,220
"hospitalisations","85+",2021-02-13,237
"hospitalisations","0-5",2021-02-14,14
"hospitalisations","6-17",2021-02-14,11
"hospitalisations","18-54",2021-02-14,306
"hospitalisations","55-64",2021-02-14,228
"hospitalisations","65-74",2021-02-14,221
"hospitalisations","75-84",2021-02-14,271
"hospitalisations","85+",2021-02-14,254
"hospitalisations","0-5",2021-02-15,14
"hospitalisations","6-17",2021-02-15,6
"hospitalisations","18-54",2021-02-15,295
"hospitalisations","55-64",2021-02-15,204
"hospitalisations","65-74",2021-02-15,236
"hospitalisations","75-84",2021-02-15,279
"hospitalisations","85+",2021-02-15,247
"hospitalisations","0-5",2021-02-16,7
"hospitalisations","6-17",2021-02-16,12
"hospitalisations","18-54",2021-02-16,313
"hospitalisations","55-64",2021-02-16,211
"hospitalisations","65-74",2021-02-16,231
"hospitalisations","75-84",2021-02-16,243
"hospitalisations","85+",2021-02-16,216
"hospitalisations","0-5",2021-02-17,6
"hospitalisations","6-17",2021-02-17,10
"hospitalisations","18-54",2021-02-17,286
"hospitalisations","55-64",2021-02-17,201
"hospitalisations","65-74",2021-02-17,238
"hospitalisations","75-84",2021-02-17,210
"hospitalisations","85+",2021-02-17,222
"hospitalisations","0-5",2021-02-18,7
"hospitalisations","6-17",2021-02-18,6
"hospitalisations","18-54",2021-02-18,266
"hospitalisations","55-64",2021-02-18,183
"hospitalisations","65-74",2021-02-18,215
"hospitalisations","75-84",2021-02-18,227
"hospitalisations","85+",2021-02-18,183
"hospitalisations","0-5",2021-02-19,13
"hospitalisations","6-17",2021-02-19,9
"hospitalisations","18-54",2021-02-19,255
"hospitalisations","55-64",2021-02-19,158
"hospitalisations","65-74",2021-02-19,177
"hospitalisations","75-84",2021-02-19,216
"hospitalisations","85+",2021-02-19,167
"hospitalisations","0-5",2021-02-20,9
"hospitalisations","6-17",2021-02-20,8
"hospitalisations","18-54",2021-02-20,221
"hospitalisations","55-64",2021-02-20,162
"hospitalisations","65-74",2021-02-20,157
"hospitalisations","75-84",2021-02-20,147
"hospitalisations","85+",2021-02-20,148
"hospitalisations","0-5",2021-02-21,13
"hospitalisations","6-17",2021-02-21,5
"hospitalisations","18-54",2021-02-21,240
"hospitalisations","55-64",2021-02-21,174
"hospitalisations","65-74",2021-02-21,179
"hospitalisations","75-84",2021-02-21,179
"hospitalisations","85+",2021-02-21,182
"hospitalisations","0-5",2021-02-22,8
"hospitalisations","6-17",2021-02-22,12
"hospitalisations","18-54",2021-02-22,254
"hospitalisations","55-64",2021-02-22,164
"hospitalisations","65-74",2021-02-22,180
"hospitalisations","75-84",2021-02-22,171
"hospitalisations","85+",2021-02-22,134
"hospitalisations","0-5",2021-02-23,14
"hospitalisations","6-17",2021-02-23,11
"hospitalisations","18-54",2021-02-23,263
"hospitalisations","55-64",2021-02-23,178
"hospitalisations","65-74",2021-02-23,164
"hospitalisations","75-84",2021-02-23,174
"hospitalisations","85+",2021-02-23,140
"hospitalisations","0-5",2021-02-24,10
"hospitalisations","6-17",2021-02-24,4
"hospitalisations","18-54",2021-02-24,222
"hospitalisations","55-64",2021-02-24,159
"hospitalisations","65-74",2021-02-24,156
"hospitalisations","75-84",2021-02-24,138
"hospitalisations","85+",2021-02-24,137
"hospitalisations","0-5",2021-02-25,11
"hospitalisations","6-17",2021-02-25,9
"hospitalisations","18-54",2021-02-25,228
"hospitalisations","55-64",2021-02-25,148
"hospitalisations","65-74",2021-02-25,123
"hospitalisations","75-84",2021-02-25,147
"hospitalisations","85+",2021-02-25,132
"hospitalisations","0-5",2021-02-26,10
"hospitalisations","6-17",2021-02-26,7
"hospitalisations","18-54",2021-02-26,172
"hospitalisations","55-64",2021-02-26,124
"hospitalisations","65-74",2021-02-26,127
"hospitalisations","75-84",2021-02-26,115
"hospitalisations","85+",2021-02-26,121
"hospitalisations","0-5",2021-02-27,2
"hospitalisations","6-17",2021-02-27,1
"hospitalisations","18-54",2021-02-27,153
"hospitalisations","55-64",2021-02-27,120
"hospitalisations","65-74",2021-02-27,107
"hospitalisations","75-84",2021-02-27,114
"hospitalisations","85+",2021-02-27,102
"hospitalisations","0-5",2021-02-28,4
"hospitalisations","6-17",2021-02-28,13
"hospitalisations","18-54",2021-02-28,163
"hospitalisations","55-64",2021-02-28,125
"hospitalisations","65-74",2021-02-28,122
"hospitalisations","75-84",2021-02-28,107
"hospitalisations","85+",2021-02-28,106
"hospitalisations","0-5",2021-03-01,4
"hospitalisations","6-17",2021-03-01,7
"hospitalisations","18-54",2021-03-01,189
"hospitalisations","55-64",2021-03-01,130
"hospitalisations","65-74",2021-03-01,121
"hospitalisations","75-84",2021-03-01,128
"hospitalisations","85+",2021-03-01,109
"hospitalisations","0-5",2021-03-02,6
"hospitalisations","6-17",2021-03-02,11
"hospitalisations","18-54",2021-03-02,165
"hospitalisations","55-64",2021-03-02,118
"hospitalisations","65-74",2021-03-02,119
"hospitalisations","75-84",2021-03-02,131
"hospitalisations","85+",2021-03-02,113
"hospitalisations","0-5",2021-03-03,9
"hospitalisations","6-17",2021-03-03,7
"hospitalisations","18-54",2021-03-03,156
"hospitalisations","55-64",2021-03-03,109
"hospitalisations","65-74",2021-03-03,95
"hospitalisations","75-84",2021-03-03,107
"hospitalisations","85+",2021-03-03,104
"hospitalisations","0-5",2021-03-04,7
"hospitalisations","6-17",2021-03-04,6
"hospitalisations","18-54",2021-03-04,167
"hospitalisations","55-64",2021-03-04,95
"hospitalisations","65-74",2021-03-04,100
"hospitalisations","75-84",2021-03-04,95
"hospitalisations","85+",2021-03-04,98
"hospitalisations","0-5",2021-03-05,4
"hospitalisations","6-17",2021-03-05,8
"hospitalisations","18-54",2021-03-05,147
"hospitalisations","55-64",2021-03-05,75
"hospitalisations","65-74",2021-03-05,71
"hospitalisations","75-84",2021-03-05,82
"hospitalisations","85+",2021-03-05,88
"hospitalisations","0-5",2021-03-06,7
"hospitalisations","6-17",2021-03-06,3
"hospitalisations","18-54",2021-03-06,129
"hospitalisations","55-64",2021-03-06,88
"hospitalisations","65-74",2021-03-06,83
"hospitalisations","75-84",2021-03-06,84
"hospitalisations","85+",2021-03-06,111
"hospitalisations","0-5",2021-03-07,4
"hospitalisations","6-17",2021-03-07,2
"hospitalisations","18-54",2021-03-07,125
"hospitalisations","55-64",2021-03-07,92
"hospitalisations","65-74",2021-03-07,70
"hospitalisations","75-84",2021-03-07,74
"hospitalisations","85+",2021-03-07,77
"hospitalisations","0-5",2021-03-08,6
"hospitalisations","6-17",2021-03-08,7
"hospitalisations","18-54",2021-03-08,147
"hospitalisations","55-64",2021-03-08,93
"hospitalisations","65-74",2021-03-08,69
"hospitalisations","75-84",2021-03-08,98
"hospitalisations","85+",2021-03-08,62
"hospitalisations","0-5",2021-03-09,10
"hospitalisations","6-17",2021-03-09,7
"hospitalisations","18-54",2021-03-09,118
"hospitalisations","55-64",2021-03-09,72
"hospitalisations","65-74",2021-03-09,69
"hospitalisations","75-84",2021-03-09,100
"hospitalisations","85+",2021-03-09,91
"hospitalisations","0-5",2021-03-10,11
"hospitalisations","6-17",2021-03-10,3
"hospitalisations","18-54",2021-03-10,134
"hospitalisations","55-64",2021-03-10,84
"hospitalisations","65-74",2021-03-10,70
"hospitalisations","75-84",2021-03-10,79
"hospitalisations","85+",2021-03-10,87
"hospitalisations","0-5",2021-03-11,7
"hospitalisations","6-17",2021-03-11,3
"hospitalisations","18-54",2021-03-11,132
"hospitalisations","55-64",2021-03-11,79
"hospitalisations","65-74",2021-03-11,62
"hospitalisations","75-84",2021-03-11,84
"hospitalisations","85+",2021-03-11,70
"hospitalisations","0-5",2021-03-12,3
"hospitalisations","6-17",2021-03-12,5
"hospitalisations","18-54",2021-03-12,121
"hospitalisations","55-64",2021-03-12,67
"hospitalisations","65-74",2021-03-12,33
"hospitalisations","75-84",2021-03-12,71
"hospitalisations","85+",2021-03-12,72
"hospitalisations","0-5",2021-03-13,2
"hospitalisations","6-17",2021-03-13,3
"hospitalisations","18-54",2021-03-13,118
"hospitalisations","55-64",2021-03-13,67
"hospitalisations","65-74",2021-03-13,58
"hospitalisations","75-84",2021-03-13,66
"hospitalisations","85+",2021-03-13,59
"hospitalisations","0-5",2021-03-14,5
"hospitalisations","6-17",2021-03-14,9
"hospitalisations","18-54",2021-03-14,102
"hospitalisations","55-64",2021-03-14,60
"hospitalisations","65-74",2021-03-14,39
"hospitalisations","75-84",2021-03-14,70
"hospitalisations","85+",2021-03-14,62
"hospitalisations","0-5",2021-03-15,5
"hospitalisations","6-17",2021-03-15,8
"hospitalisations","18-54",2021-03-15,135
"hospitalisations","55-64",2021-03-15,52
"hospitalisations","65-74",2021-03-15,71
"hospitalisations","75-84",2021-03-15,79
"hospitalisations","85+",2021-03-15,62
"hospitalisations","0-5",2021-03-16,4
"hospitalisations","6-17",2021-03-16,3
"hospitalisations","18-54",2021-03-16,98
"hospitalisations","55-64",2021-03-16,63
"hospitalisations","65-74",2021-03-16,46
"hospitalisations","75-84",2021-03-16,64
"hospitalisations","85+",2021-03-16,67
"hospitalisations","0-5",2021-03-17,2
"hospitalisations","6-17",2021-03-17,3
"hospitalisations","18-54",2021-03-17,108
"hospitalisations","55-64",2021-03-17,47
"hospitalisations","65-74",2021-03-17,55
"hospitalisations","75-84",2021-03-17,69
"hospitalisations","85+",2021-03-17,42
"hospitalisations","0-5",2021-03-18,1
"hospitalisations","6-17",2021-03-18,7
"hospitalisations","18-54",2021-03-18,111
"hospitalisations","55-64",2021-03-18,51
"hospitalisations","65-74",2021-03-18,53
"hospitalisations","75-84",2021-03-18,67
"hospitalisations","85+",2021-03-18,53
"hospitalisations","0-5",2021-03-19,4
"hospitalisations","6-17",2021-03-19,5
"hospitalisations","18-54",2021-03-19,93
"hospitalisations","55-64",2021-03-19,42
"hospitalisations","65-74",2021-03-19,36
"hospitalisations","75-84",2021-03-19,48
"hospitalisations","85+",2021-03-19,47
"hospitalisations","0-5",2021-03-20,8
"hospitalisations","6-17",2021-03-20,6
"hospitalisations","18-54",2021-03-20,90
"hospitalisations","55-64",2021-03-20,33
"hospitalisations","65-74",2021-03-20,27
"hospitalisations","75-84",2021-03-20,60
"hospitalisations","85+",2021-03-20,52
"hospitalisations","0-5",2021-03-21,7
"hospitalisations","6-17",2021-03-21,2
"hospitalisations","18-54",2021-03-21,83
"hospitalisations","55-64",2021-03-21,44
"hospitalisations","65-74",2021-03-21,45
"hospitalisations","75-84",2021-03-21,39
"hospitalisations","85+",2021-03-21,47
"hospitalisations","0-5",2021-03-22,6
"hospitalisations","6-17",2021-03-22,6
"hospitalisations","18-54",2021-03-22,95
"hospitalisations","55-64",2021-03-22,36
"hospitalisations","65-74",2021-03-22,42
"hospitalisations","75-84",2021-03-22,57
"hospitalisations","85+",2021-03-22,44
"hospitalisations","0-5",2021-03-23,7
"hospitalisations","6-17",2021-03-23,7
"hospitalisations","18-54",2021-03-23,92
"hospitalisations","55-64",2021-03-23,40
"hospitalisations","65-74",2021-03-23,33
"hospitalisations","75-84",2021-03-23,40
"hospitalisations","85+",2021-03-23,65
"hospitalisations","0-5",2021-03-24,4
"hospitalisations","6-17",2021-03-24,3
"hospitalisations","18-54",2021-03-24,84
"hospitalisations","55-64",2021-03-24,45
"hospitalisations","65-74",2021-03-24,44
"hospitalisations","75-84",2021-03-24,45
"hospitalisations","85+",2021-03-24,42
"hospitalisations","0-5",2021-03-25,4
"hospitalisations","6-17",2021-03-25,6
"hospitalisations","18-54",2021-03-25,90
"hospitalisations","55-64",2021-03-25,40
"hospitalisations","65-74",2021-03-25,45
"hospitalisations","75-84",2021-03-25,48
"hospitalisations","85+",2021-03-25,44
"hospitalisations","0-5",2021-03-26,5
"hospitalisations","6-17",2021-03-26,8
"hospitalisations","18-54",2021-03-26,67
"hospitalisations","55-64",2021-03-26,39
"hospitalisations","65-74",2021-03-26,39
"hospitalisations","75-84",2021-03-26,45
"hospitalisations","85+",2021-03-26,30
"hospitalisations","0-5",2021-03-27,1
"hospitalisations","6-17",2021-03-27,5
"hospitalisations","18-54",2021-03-27,66
"hospitalisations","55-64",2021-03-27,29
"hospitalisations","65-74",2021-03-27,24
"hospitalisations","75-84",2021-03-27,46
"hospitalisations","85+",2021-03-27,33
"hospitalisations","0-5",2021-03-28,3
"hospitalisations","6-17",2021-03-28,4
"hospitalisations","18-54",2021-03-28,69
"hospitalisations","55-64",2021-03-28,30
"hospitalisations","65-74",2021-03-28,36
"hospitalisations","75-84",2021-03-28,33
"hospitalisations","85+",2021-03-28,35
"hospitalisations","0-5",2021-03-29,2
"hospitalisations","6-17",2021-03-29,5
"hospitalisations","18-54",2021-03-29,72
"hospitalisations","55-64",2021-03-29,30
"hospitalisations","65-74",2021-03-29,26
"hospitalisations","75-84",2021-03-29,41
"hospitalisations","85+",2021-03-29,26
"hospitalisations","0-5",2021-03-30,5
"hospitalisations","6-17",2021-03-30,7
"hospitalisations","18-54",2021-03-30,75
"hospitalisations","55-64",2021-03-30,32
"hospitalisations","65-74",2021-03-30,32
"hospitalisations","75-84",2021-03-30,31
"hospitalisations","85+",2021-03-30,28
"hospitalisations","0-5",2021-03-31,6
"hospitalisations","6-17",2021-03-31,5
"hospitalisations","18-54",2021-03-31,81
"hospitalisations","55-64",2021-03-31,28
"hospitalisations","65-74",2021-03-31,29
"hospitalisations","75-84",2021-03-31,35
"hospitalisations","85+",2021-03-31,35
"hospitalisations","0-5",2021-04-01,4
"hospitalisations","6-17",2021-04-01,2
"hospitalisations","18-54",2021-04-01,55
"hospitalisations","55-64",2021-04-01,28
"hospitalisations","65-74",2021-04-01,36
"hospitalisations","75-84",2021-04-01,29
"hospitalisations","85+",2021-04-01,23
"hospitalisations","0-5",2021-04-02,6
"hospitalisations","6-17",2021-04-02,1
"hospitalisations","18-54",2021-04-02,54
"hospitalisations","55-64",2021-04-02,26
"hospitalisations","65-74",2021-04-02,29
"hospitalisations","75-84",2021-04-02,25
"hospitalisations","85+",2021-04-02,29
"hospitalisations","0-5",2021-04-03,2
"hospitalisations","6-17",2021-04-03,4
"hospitalisations","18-54",2021-04-03,65
"hospitalisations","55-64",2021-04-03,18
"hospitalisations","65-74",2021-04-03,23
"hospitalisations","75-84",2021-04-03,31
"hospitalisations","85+",2021-04-03,26
"hospitalisations","0-5",2021-04-04,3
"hospitalisations","6-17",2021-04-04,3
"hospitalisations","18-54",2021-04-04,57
"hospitalisations","55-64",2021-04-04,21
"hospitalisations","65-74",2021-04-04,21
"hospitalisations","75-84",2021-04-04,21
"hospitalisations","85+",2021-04-04,25
"hospitalisations","0-5",2021-04-05,4
"hospitalisations","6-17",2021-04-05,9
"hospitalisations","18-54",2021-04-05,60
"hospitalisations","55-64",2021-04-05,23
"hospitalisations","65-74",2021-04-05,23
"hospitalisations","75-84",2021-04-05,38
"hospitalisations","85+",2021-04-05,25
"hospitalisations","0-5",2021-04-06,0
"hospitalisations","6-17",2021-04-06,3
"hospitalisations","18-54",2021-04-06,70
"hospitalisations","55-64",2021-04-06,35
"hospitalisations","65-74",2021-04-06,17
"hospitalisations","75-84",2021-04-06,30
"hospitalisations","85+",2021-04-06,26
"hospitalisations","0-5",2021-04-07,2
"hospitalisations","6-17",2021-04-07,5
"hospitalisations","18-54",2021-04-07,59
"hospitalisations","55-64",2021-04-07,29
"hospitalisations","65-74",2021-04-07,24
"hospitalisations","75-84",2021-04-07,32
"hospitalisations","85+",2021-04-07,33
"hospitalisations","0-5",2021-04-08,2
"hospitalisations","6-17",2021-04-08,5
"hospitalisations","18-54",2021-04-08,62
"hospitalisations","55-64",2021-04-08,31
"hospitalisations","65-74",2021-04-08,19
"hospitalisations","75-84",2021-04-08,26
"hospitalisations","85+",2021-04-08,18
"hospitalisations","0-5",2021-04-09,2
"hospitalisations","6-17",2021-04-09,4
"hospitalisations","18-54",2021-04-09,55
"hospitalisations","55-64",2021-04-09,20
"hospitalisations","65-74",2021-04-09,27
"hospitalisations","75-84",2021-04-09,34
"hospitalisations","85+",2021-04-09,16
"hospitalisations","0-5",2021-04-10,3
"hospitalisations","6-17",2021-04-10,2
"hospitalisations","18-54",2021-04-10,46
"hospitalisations","55-64",2021-04-10,25
"hospitalisations","65-74",2021-04-10,21
"hospitalisations","75-84",2021-04-10,25
"hospitalisations","85+",2021-04-10,23
"hospitalisations","0-5",2021-04-11,3
"hospitalisations","6-17",2021-04-11,4
"hospitalisations","18-54",2021-04-11,67
"hospitalisations","55-64",2021-04-11,25
"hospitalisations","65-74",2021-04-11,19
"hospitalisations","75-84",2021-04-11,27
"hospitalisations","85+",2021-04-11,27
"hospitalisations","0-5",2021-04-12,3
"hospitalisations","6-17",2021-04-12,4
"hospitalisations","18-54",2021-04-12,58
"hospitalisations","55-64",2021-04-12,21
"hospitalisations","65-74",2021-04-12,26
"hospitalisations","75-84",2021-04-12,39
"hospitalisations","85+",2021-04-12,17
"hospitalisations","0-5",2021-04-13,0
"hospitalisations","6-17",2021-04-13,1
"hospitalisations","18-54",2021-04-13,58
"hospitalisations","55-64",2021-04-13,21
"hospitalisations","65-74",2021-04-13,17
"hospitalisations","75-84",2021-04-13,28
"hospitalisations","85+",2021-04-13,24
"hospitalisations","0-5",2021-04-14,5
"hospitalisations","6-17",2021-04-14,4
"hospitalisations","18-54",2021-04-14,50
"hospitalisations","55-64",2021-04-14,24
"hospitalisations","65-74",2021-04-14,17
"hospitalisations","75-84",2021-04-14,24
"hospitalisations","85+",2021-04-14,27
"hospitalisations","0-5",2021-04-15,2
"hospitalisations","6-17",2021-04-15,2
"hospitalisations","18-54",2021-04-15,43
"hospitalisations","55-64",2021-04-15,18
"hospitalisations","65-74",2021-04-15,15
"hospitalisations","75-84",2021-04-15,31
"hospitalisations","85+",2021-04-15,16
"hospitalisations","0-5",2021-04-16,2
"hospitalisations","6-17",2021-04-16,1
"hospitalisations","18-54",2021-04-16,46
"hospitalisations","55-64",2021-04-16,14
"hospitalisations","65-74",2021-04-16,17
"hospitalisations","75-84",2021-04-16,14
"hospitalisations","85+",2021-04-16,14
"hospitalisations","0-5",2021-04-17,3
"hospitalisations","6-17",2021-04-17,1
"hospitalisations","18-54",2021-04-17,47
"hospitalisations","55-64",2021-04-17,12
"hospitalisations","65-74",2021-04-17,16
"hospitalisations","75-84",2021-04-17,19
"hospitalisations","85+",2021-04-17,22
"hospitalisations","0-5",2021-04-18,1
"hospitalisations","6-17",2021-04-18,1
"hospitalisations","18-54",2021-04-18,34
"hospitalisations","55-64",2021-04-18,20
"hospitalisations","65-74",2021-04-18,13
"hospitalisations","75-84",2021-04-18,21
"hospitalisations","85+",2021-04-18,19
"hospitalisations","0-5",2021-04-19,1
"hospitalisations","6-17",2021-04-19,3
"hospitalisations","18-54",2021-04-19,44
"hospitalisations","55-64",2021-04-19,16
"hospitalisations","65-74",2021-04-19,23
"hospitalisations","75-84",2021-04-19,31
"hospitalisations","85+",2021-04-19,14
"hospitalisations","0-5",2021-04-20,1
"hospitalisations","6-17",2021-04-20,1
"hospitalisations","18-54",2021-04-20,34
"hospitalisations","55-64",2021-04-20,12
"hospitalisations","65-74",2021-04-20,21
"hospitalisations","75-84",2021-04-20,13
"hospitalisations","85+",2021-04-20,13
"hospitalisations","0-5",2021-04-21,2
"hospitalisations","6-17",2021-04-21,1
"hospitalisations","18-54",2021-04-21,40
